paper_id,paper_title,cell_type,mode,model,experimental_stimulus,neural_activity,behavioral_consequence,ecological_context,techniques_used,summary
cbf58c6dff5e3a8f443d9c0666b8ed0100ad478a,Neural circuit mechanisms underlying context-specific halting in Drosophila,oDN1,experimental,qwen3.5:35b,Optogenetic activation (CsChrimson) and silencing (GtACR1),Strongly inhibited by FG and BRK; recruited by P9 pathway,Activation drives walking initiation; decapitated flies show robust forward walking upon activation,Mediates forward walking initiation,"['optogenetics', 'connectome modeling']",oDN1 is a descending neuron that drives forward walking and is a specific target of FG-mediated halting.
be7273c5de6b9d52babff6cbbbae15d20d06ba51,Comparative connectomics of the descending and ascending neurons of the Drosophila nervous system: stereotypy and sexual dimorphism,DNp13,experimental,qwen3.5:35b,Not experimentally tested in this study,Not experimentally tested in this study,Not experimentally tested in this study,Not tested in this study,"['Electron Microscopy (EM) connectomics', 'Light Microscopy (LM) matching']",DNp13 is identified as a sexually dimorphic descending neuron. Connectomic analysis reveals distinct downstream circuits in males (targeting TN1a) versus females (targeting abdominal motor neurons and IN06B neurons). Authors propose potential female wing phenotypes based on connectivity.
be7273c5de6b9d52babff6cbbbae15d20d06ba51,Comparative connectomics of the descending and ascending neurons of the Drosophila nervous system: stereotypy and sexual dimorphism,DNa12/aSP22,experimental,qwen3.5:35b,Not experimentally tested in this study,Not experimentally tested in this study,Not experimentally tested in this study,Not tested in this study,"['Electron Microscopy (EM) connectomics', 'Light Microscopy (LM) matching']","DNa12/aSP22 is a sexually dimorphic descending neuron. Connectomic analysis shows 8 downstream partners are shared between males and females, while others differ (e.g., sex-specific TN1c in males, abdominal targets in females). Sex-specific AN08B031 is identified as a connection partner."
be7273c5de6b9d52babff6cbbbae15d20d06ba51,Comparative connectomics of the descending and ascending neurons of the Drosophila nervous system: stereotypy and sexual dimorphism,DNx02,experimental,qwen3.5:35b,Not experimentally tested in this study,Not experimentally tested in this study,Not experimentally tested in this study,Not tested in this study,"['Electron Microscopy (EM) connectomics', 'Light Microscopy (LM) matching']","DNx02 is identified as a sensory descending neuron. EM reconstruction shows strong output onto neck and haltere motor neurons, and a strong connection to ascending neuron AN06B025. Authors predict mechanosensory function and potential role in head grooming sequences based on connectivity."
be7273c5de6b9d52babff6cbbbae15d20d06ba51,Comparative connectomics of the descending and ascending neurons of the Drosophila nervous system: stereotypy and sexual dimorphism,AN hemilineage 08B,experimental,qwen3.5:35b,Not experimentally tested in this study,Not experimentally tested in this study,Not experimentally tested in this study,Not tested in this study,"['Electron Microscopy (EM) connectomics', 'Light Microscopy (LM) matching']","AN hemilineage 08B contains sex-specific ascending neurons in both males (7 types) and females (6 types). Male types connect to male song circuit neurons (pMP2, pIP10, dPR1). Female types have distinct upstream circuits. Authors suggest male types may provide corollary discharge during song production."
be7273c5de6b9d52babff6cbbbae15d20d06ba51,Comparative connectomics of the descending and ascending neurons of the Drosophila nervous system: stereotypy and sexual dimorphism,oviDNs,experimental,qwen3.5:35b,Not experimentally tested in this study,Not experimentally tested in this study,Not experimentally tested in this study,Not tested in this study,"['Electron Microscopy (EM) connectomics', 'Light Microscopy (LM) matching']",oviDNs are identified as female-specific descending neurons. Six female types and one male type were defined via EM reconstruction. They target abdominal ganglion regions. Connectivity analysis suggests requirement for direct fast feedback via dimorphic ascending neurons.
f06c1d852ce9ba49aeb486292e406a216b8755a3,Asymmetric activity of NetrinB controls laterality of the Drosophila brain,"H-neurons (SLP-AB neurons, LALv1A lineage)",experimental,qwen3.5:35b,Olfactory aversive conditioning (3-octanol or 4-methylcyclohexanol paired with electric shock); Courtship conditioning (exposure to unreceptive mated females),"Not electrophysiologically measured. In wild-type (ASYM) flies, H-neurons project axons asymmetrically into the Right Asymmetrical Body (RAB). In netB or unc-5 loss-of-function, H-neurons project bilaterally to Left and Right ABs (SYM phenotype).",Loss of H-neuron asymmetry (SYM phenotype) leads to specific impairment in Long-Term Memory (LTM) formation 24 h after spaced training in both olfactory aversive and courtship paradigms. Short-term memory (30 min to 3 h) and massed training memory are preserved.,Linked to cognitive functions and long-term memory; no specific natural ecological context explicitly discussed.,"['Behavioral assays (T-maze olfactory conditioning, Courtship suppression)', 'Confocal microscopy and immunostaining (Fas2, Nc82, 72A10-Gal4)', 'Genetic RNAi (per-GAL4, 72A10-Gal4)', 'Mutant analysis (netB, unc-5, netA)', 'Time-course pupal development analysis']","H-neurons normally project asymmetrically to the Right Asymmetrical Body (RAB). Genetic disruption of the NetB pathway or unc-5 receptor causes bilateral projection (SYM phenotype). This loss of asymmetry specifically impairs long-term memory formation (24 h post-spaced training) in olfactory and courtship behaviors, while short-term memory remains intact."
f06c1d852ce9ba49aeb486292e406a216b8755a3,Asymmetric activity of NetrinB controls laterality of the Drosophila brain,"Right LALv1A lineage neurons (NetB-expressing, non-H-neurons)",experimental,qwen3.5:35b,None (Developmental requirement),Unilateral NetB ligand activity on the right side of the brain is required for H-neuron asymmetry. This activity is non-autonomous to the H-neurons themselves.,Required for establishing H-neuron asymmetry; loss of activity leads to symmetric H-neuron projection and subsequent long-term memory defects.,Not explicitly discussed.,"['Unilateral clonal analysis (MARCM)', 'Confocal microscopy']","NetB ligand activity is required specifically on the right side within the LALv1A lineage (excluding H-neurons) to drive H-neuron asymmetry, which is necessary for long-term memory."
e1601a035095fcc2ef4bf69884058f6b81698354,Spatial readout of visual looming in the central brain of Drosophila,LC6,experimental,qwen3.5:35b,"Dark looming, receding dark, bright looming, looming annulus, luminance-matched, small object motion, vertical bar motion",Prefers dark looming stimuli; responds to edge motion of looming annulus and darkening in luminance-matched stimuli; does not respond to receding dark or bright looming; responds to motion of non-looming objects,"Optogenetic activation elicits escape take-off behavior (referenced from Wu et al., 2016)",Visual systems use spatial information to direct escape away from predators; LC6 acts as a nexus between feature detection and behavioral control,"['two-photon calcium imaging', 'optogenetics (functional connectivity)', 'electron microscopy reconstruction']",LC6 neurons respond preferentially to dark looming and non-looming object motion. Optogenetic activation elicits escape take-off behavior. They project to the LC6 glomerulus in the central brain.
e1601a035095fcc2ef4bf69884058f6b81698354,Spatial readout of visual looming in the central brain of Drosophila,LC6G1,experimental,qwen3.5:35b,"Visual looming stimuli (grid positions), panel of visual stimuli (looming, receding, annulus, etc.)","Bilateral neurons respond to looming across most of the stimulated ipsilateral hemifield with strongest responses near midline and equator; stimulus selectivity similar to LC6 population (responds to looming, bar, small object motion)",Not tested in this study,Serves as a broad spatial readout summarizing LC6 population responses,"['two-photon calcium imaging', 'optogenetics (functional connectivity)', 'electron microscopy reconstruction']",LC6G1 neurons are bilaterally projecting downstream targets of LC6 with broad visual receptive fields and stimulus selectivity similar to LC6.
e1601a035095fcc2ef4bf69884058f6b81698354,Spatial readout of visual looming in the central brain of Drosophila,LC6G2,experimental,qwen3.5:35b,"Visual looming stimuli (grid positions), panel of visual stimuli, bilateral looming (ipsilateral and contralateral)",Ipsilateral neurons respond within a restricted portion of the visual field; enhanced selectivity for looming stimuli compared to non-looming; responses significantly reduced by simultaneous contralateral looming stimulation,Not tested in this study,Spatially selective readout and contralateral suppression enhance detection of looming stimuli over confounding visual cues,"['two-photon calcium imaging', 'optogenetics (functional connectivity)', 'electron microscopy reconstruction']","LC6G2 neurons are ipsilateral downstream targets of LC6 with restricted receptive fields, enhanced looming selectivity, and contralateral suppression."
4a95aff07300201331f2963d7bcf30d0bfc57c90,Distinct subpopulations of mechanosensory chordotonal organ neurons elicit grooming of the fruit fly antennae,JO-C and JO-E neurons (JO-C/E subpopulation),experimental,qwen3.5:35b,Antennal mechanical displacement (push and pull) and vibrations (40-800 Hz),Increased GCaMP6f fluorescence in response to push and pull stimuli; no response to vibration frequencies tested (200 Hz),Optogenetic activation elicits antennal grooming lasting the duration of the stimulus and wing flapping movements,Discussed in relation to detection of antennal vibrations and sustained displacements; implicated in flight modulation (wing beats) and grooming responses,"['Calcium imaging (GCaMP6f)', 'Optogenetics (CsChrimson)', 'Electron microscopy reconstruction', 'Confocal microscopy']",JO-C/E neurons respond to antennal push and pull with increased calcium signals. Optogenetic activation triggers antennal grooming and wing flapping behavior.
4a95aff07300201331f2963d7bcf30d0bfc57c90,Distinct subpopulations of mechanosensory chordotonal organ neurons elicit grooming of the fruit fly antennae,JO-F neurons,experimental,qwen3.5:35b,Antennal mechanical displacement (push and pull) and vibrations (40-800 Hz),"No GCaMP6f response to push, pull, or vibration frequencies tested in immobilized flies; competence confirmed with KCl",Optogenetic activation elicits antennal grooming (shorter duration than JO-C/E) and backward locomotion (avoidance response),Discussed in relation to grooming responses to antennal displacement and backward locomotor avoidance triggered by mechanical stimuli,"['Calcium imaging (GCaMP6f)', 'Optogenetics (CsChrimson)', 'Electron microscopy reconstruction', 'Confocal microscopy']",JO-F neurons do not respond to tested mechanical stimuli in immobilized flies. Optogenetic activation triggers antennal grooming and backward locomotion.
